Typologie du marché,Montant du contrat,Garantie,Délai de réalisation,Expérience fournisseur,Nombre de projets similaires,Notation interne,Chiffre d'affaire,Situation fiscale,Fournisseur blacklisté,Visa (Oui/Non)
Services,9981468,Aucune,4,1,3,14,30654187,Conforme,Oui,Non
Fournitures,9947154,Aucune,6,1,3,17,35524105,Conforme,Non,Non
Travaux,7935989,Retenu,6,8,4,15,18317448,Non conforme,Oui,Non
Travaux,7544741,Aucune,8,7,4,18,44560169,Conforme,Oui,Non
Travaux,4513025,Caution,3,6,3,12,16113081,Non conforme,Oui,Non
Services,5221210,Aucune,3,9,5,18,48310149,Non conforme,Non,Oui
Services,5565137,Retenu,3,6,1,17,44583524,Non conforme,Non,Oui
Fournitures,4329268,Retenu,8,9,4,19,17630451,Conforme,Non,Oui
Services,9866625,Caution,4,10,4,16,44290797,Non conforme,Non,Oui
Travaux,5939875,Aucune,6,3,3,19,17736325,Non conforme,Non,Oui
Travaux,6854182,Retenu,3,5,1,17,14627053,Conforme,Non,Oui
Services,8304087,Caution,4,3,2,18,12537528,Conforme,Non,Oui
Fournitures,9402924,Retenu,6,3,3,16,39161571,Conforme,Non,Oui
Travaux,9178359,Aucune,3,7,0,17,45649317,Non conforme,Oui,Non
Fournitures,5776899,Caution,4,1,1,14,45429427,Non conforme,Non,Oui
Services,6548317,Caution,3,1,1,18,29421340,Conforme,Non,Oui
Services,6330087,Retenu,6,8,5,18,27114578,Conforme,Non,Oui
Fournitures,7965245,Aucune,3,9,3,15,34627341,Conforme,Oui,Non
Services,4109236,Retenu,8,10,1,13,49028265,Conforme,Non,Oui
Services,7929517,Aucune,8,10,0,13,41010714,Conforme,Non,Oui
Fournitures,6984788,Caution,6,9,5,17,14027716,Non conforme,Oui,Non
Travaux,9881536,Caution,4,10,1,16,37727311,Non conforme,Oui,Non
Fournitures,9723338,Caution,6,1,1,13,21749125,Non conforme,Non,Non
Services,5013343,Caution,8,10,2,12,15941881,Conforme,Oui,Non
Fournitures,4303988,Aucune,4,9,3,16,22555792,Conforme,Oui,Non
Fournitures,9999034,Caution,6,2,5,18,17555944,Non conforme,Oui,Non
Travaux,8975922,Aucune,4,8,4,20,14277396,Non conforme,Oui,Non
Fournitures,9181862,Aucune,6,6,2,12,31174625,Non conforme,Non,Non
Travaux,5308568,Retenu,8,8,2,19,45598557,Conforme,Oui,Non
Services,6977040,Retenu,4,7,1,16,14957218,Non conforme,Oui,Non
Travaux,6581071,Caution,3,10,5,10,35241707,Non conforme,Oui,Non
Services,4862206,Aucune,6,4,1,13,11045920,Non conforme,Oui,Non
Services,4985501,Aucune,3,9,3,14,31097900,Non conforme,Non,Oui
Fournitures,8468780,Retenu,8,8,4,15,43689581,Non conforme,Oui,Non
Services,8701881,Caution,4,1,5,13,14479482,Non conforme,Oui,Non
Fournitures,6972461,Caution,6,2,4,17,39669158,Conforme,Non,Oui
Travaux,6199385,Caution,8,9,4,16,12753382,Conforme,Oui,Non
Fournitures,5834402,Aucune,4,5,2,16,12768036,Conforme,Oui,Non
Fournitures,9117618,Retenu,4,2,2,17,48003529,Conforme,Oui,Non
Travaux,7519869,Retenu,8,6,0,12,10288128,Non conforme,Oui,Non
Services,6824655,Aucune,3,1,4,12,42699214,Conforme,Oui,Non
Travaux,6570418,Aucune,8,10,2,19,38155415,Non conforme,Oui,Non
Services,4332330,Aucune,6,1,5,11,37556604,Conforme,Oui,Non
Services,8505754,Retenu,4,8,2,18,20091177,Conforme,Oui,Non
Travaux,4886471,Caution,3,4,2,19,47395896,Non conforme,Oui,Non
Travaux,9986831,Caution,8,8,3,15,16054858,Conforme,Non,Oui
Services,7921772,Caution,6,1,1,20,38878189,Non conforme,Non,Oui
Services,8196254,Aucune,6,10,2,17,16576697,Conforme,Non,Oui
Travaux,6041652,Retenu,4,5,3,10,18049368,Non conforme,Non,Non
Travaux,5548802,Caution,3,6,0,10,25849261,Conforme,Non,Oui
Services,4050410,Retenu,8,4,0,17,30491242,Non conforme,Non,Oui
Travaux,4010358,Aucune,6,1,0,20,20641724,Conforme,Oui,Non
Travaux,6206282,Caution,4,6,5,20,35656826,Conforme,Oui,Non
Fournitures,8091022,Retenu,6,8,4,20,11750798,Non conforme,Non,Oui
Services,9494306,Aucune,8,3,1,14,35068946,Non conforme,Non,Non
Services,6482613,Aucune,8,1,2,10,29685350,Non conforme,Non,Non
Services,9863044,Retenu,4,7,2,11,37437868,Non conforme,Oui,Non
Services,8761776,Retenu,6,2,3,11,31199663,Non conforme,Non,Non
Services,5197321,Aucune,4,1,0,13,20799691,Non conforme,Non,Non
Services,5709624,Retenu,6,1,0,20,10707406,Conforme,Non,Oui
Services,9023802,Caution,4,10,0,14,11082210,Non conforme,Oui,Non
Services,4632688,Retenu,8,4,3,11,43664781,Conforme,Oui,Non
Fournitures,9142055,Retenu,6,6,4,17,22017176,Conforme,Oui,Non
Fournitures,6069486,Caution,3,3,2,14,22301648,Non conforme,Non,Oui
Fournitures,7855286,Caution,8,2,5,17,28971383,Conforme,Non,Oui
Travaux,4103750,Retenu,4,4,3,20,23107571,Non conforme,Oui,Non
Fournitures,9328356,Retenu,6,2,3,10,37929870,Conforme,Oui,Non
Fournitures,7763253,Retenu,8,7,1,13,19652427,Conforme,Oui,Non
Fournitures,5099521,Caution,6,5,5,11,28156843,Non conforme,Oui,Non
Travaux,6142004,Aucune,6,7,5,14,23016611,Non conforme,Non,Oui
Services,4200199,Aucune,3,7,3,15,23848220,Non conforme,Non,Oui
Fournitures,4307015,Caution,4,6,2,17,48490972,Conforme,Oui,Non
Fournitures,4482353,Retenu,3,10,1,17,48792130,Non conforme,Oui,Non
Fournitures,7444829,Aucune,4,1,1,10,42472919,Conforme,Oui,Non
Services,6194301,Retenu,3,9,3,13,38050809,Non conforme,Oui,Non
Fournitures,6511033,Aucune,4,10,1,10,18455130,Conforme,Oui,Non
Services,8057373,Aucune,3,8,4,12,18399298,Conforme,Oui,Non
Services,7744201,Aucune,3,5,0,19,21735822,Non conforme,Oui,Non
Services,6921933,Retenu,6,9,1,15,49065350,Conforme,Non,Oui
Fournitures,6391489,Retenu,3,6,4,13,45598200,Conforme,Non,Oui
Travaux,8177284,Retenu,4,2,4,11,11812914,Conforme,Oui,Non
Travaux,5397981,Retenu,8,7,5,11,47468039,Conforme,Oui,Non
Services,5910487,Caution,6,8,0,13,45490048,Conforme,Oui,Non
Services,9038406,Aucune,6,1,0,19,27105389,Non conforme,Non,Non
Services,9689871,Caution,8,2,5,17,28047509,Non conforme,Non,Oui
Services,4103218,Aucune,3,3,2,16,42155000,Non conforme,Oui,Non
Travaux,9331176,Aucune,6,5,0,20,17219557,Non conforme,Non,Oui
Fournitures,6856549,Retenu,3,4,2,11,28849941,Conforme,Non,Oui
Services,6155667,Retenu,4,6,1,18,30052790,Non conforme,Non,Oui
Travaux,7088087,Caution,4,2,5,18,32824353,Conforme,Non,Oui
Travaux,4601733,Retenu,3,9,5,12,45590384,Non conforme,Oui,Non
Travaux,7335635,Aucune,4,7,4,19,49021407,Conforme,Oui,Non
Services,8927140,Caution,8,1,0,15,10341250,Conforme,Oui,Non
Fournitures,6680807,Caution,8,3,2,18,37330437,Non conforme,Non,Oui
Services,9166649,Caution,8,10,0,13,12335986,Non conforme,Oui,Non
Travaux,4118281,Retenu,3,2,5,16,47122752,Conforme,Oui,Non
Fournitures,8974096,Retenu,6,9,2,11,16228107,Non conforme,Non,Non
Services,6138465,Caution,4,2,1,16,45444586,Non conforme,Non,Oui
Fournitures,4990709,Retenu,8,10,1,15,14413227,Conforme,Non,Oui
Fournitures,6630517,Aucune,4,7,1,19,47142443,Non conforme,Non,Oui
Fournitures,4902317,Caution,3,7,0,18,40839322,Conforme,Oui,Non
Services,9944279,Caution,6,9,0,13,19772806,Non conforme,Non,Non
Travaux,8464118,Caution,8,6,2,18,17406536,Non conforme,Non,Oui
Travaux,9837273,Aucune,6,7,1,13,11119727,Conforme,Non,Non
Fournitures,5819868,Aucune,3,6,1,20,43880955,Conforme,Non,Oui
Travaux,8919048,Aucune,6,7,2,14,11413450,Conforme,Non,Oui
Fournitures,5666587,Retenu,8,1,2,13,13214398,Non conforme,Non,Non
Services,7322580,Retenu,3,8,4,17,13586752,Conforme,Oui,Non
Services,4730429,Retenu,4,1,0,16,33567564,Non conforme,Oui,Non
Fournitures,6839099,Retenu,6,6,4,15,31178521,Non conforme,Non,Oui
Travaux,4453302,Caution,4,1,0,10,28243427,Conforme,Non,Oui
Fournitures,6251146,Retenu,8,6,4,13,18281833,Non conforme,Non,Non
Travaux,7200017,Retenu,3,7,5,16,47040954,Conforme,Non,Oui
Fournitures,9640595,Aucune,6,1,3,14,16980864,Non conforme,Oui,Non
Travaux,6978001,Aucune,3,2,1,11,41132844,Conforme,Non,Oui
Services,7284204,Aucune,3,7,4,14,18265853,Conforme,Oui,Non
Services,6564297,Caution,8,7,4,18,10677782,Non conforme,Non,Oui
Services,4277468,Aucune,3,1,4,12,45980960,Conforme,Non,Oui
Services,8628272,Retenu,8,10,5,12,39041657,Conforme,Non,Oui
Services,8568319,Caution,8,10,1,17,27092061,Non conforme,Oui,Non
Travaux,4750526,Aucune,3,10,0,14,23332885,Conforme,Oui,Non
Services,7392774,Retenu,6,5,1,16,17282144,Conforme,Oui,Non
Services,4294430,Retenu,6,8,2,18,42030885,Non conforme,Oui,Non
Fournitures,8782296,Retenu,8,7,4,15,21954260,Non conforme,Non,Oui
Services,8795412,Caution,3,6,1,10,25731923,Conforme,Oui,Non
Travaux,9192638,Caution,8,2,1,13,27302554,Non conforme,Oui,Non
Fournitures,7777706,Aucune,4,6,2,16,22250670,Conforme,Oui,Non
Travaux,5900777,Aucune,3,1,4,13,26353294,Non conforme,Oui,Non
Travaux,7278856,Aucune,3,7,0,14,11729357,Conforme,Oui,Non
Services,7440617,Aucune,4,4,1,11,10207874,Non conforme,Oui,Non
Travaux,9163847,Retenu,4,8,2,13,36551379,Non conforme,Oui,Non
Fournitures,4067190,Caution,6,10,5,15,15187753,Conforme,Oui,Non
Fournitures,7457273,Aucune,6,7,1,13,37432917,Non conforme,Non,Non
Travaux,6352692,Caution,6,6,3,16,14708641,Non conforme,Oui,Non
Fournitures,7447053,Retenu,3,6,4,18,24454982,Non conforme,Non,Oui
Travaux,9288832,Caution,6,8,0,11,21236242,Non conforme,Oui,Non
Fournitures,4891335,Retenu,4,10,3,16,22465386,Non conforme,Non,Oui
Services,4606133,Retenu,4,1,1,19,42770929,Non conforme,Non,Oui
Travaux,8845889,Caution,3,7,1,16,48769430,Non conforme,Oui,Non
Fournitures,8923312,Retenu,6,5,3,17,10154723,Conforme,Oui,Non
Services,8439474,Aucune,3,10,4,11,25489591,Non conforme,Oui,Non
Fournitures,5207878,Caution,4,9,2,17,31579565,Conforme,Non,Oui
Travaux,4163462,Aucune,3,5,2,14,49391549,Conforme,Oui,Non
Fournitures,4617906,Caution,8,7,4,10,23268046,Non conforme,Non,Non
Travaux,6177188,Aucune,4,1,0,15,39166929,Non conforme,Non,Oui
Travaux,6555914,Aucune,3,9,5,12,48615231,Non conforme,Non,Non
Travaux,6922441,Aucune,4,9,3,13,39825602,Conforme,Non,Oui
Travaux,9669240,Aucune,3,8,0,17,33353032,Conforme,Non,Non
Services,6017797,Retenu,4,8,3,16,22949696,Conforme,Oui,Non
Fournitures,9484364,Aucune,3,9,4,18,27116185,Conforme,Oui,Non
Travaux,7941639,Caution,4,5,0,13,26281064,Conforme,Non,Oui
Travaux,6791259,Caution,3,9,3,15,44659161,Non conforme,Non,Oui
Fournitures,4582266,Caution,6,9,3,18,36575915,Non conforme,Oui,Non
Travaux,6827200,Aucune,4,8,1,15,26928283,Conforme,Oui,Non
Services,5656818,Aucune,4,1,0,15,12406333,Non conforme,Oui,Non
Services,4500050,Retenu,8,6,2,11,19980610,Conforme,Oui,Non
Services,7010886,Caution,3,3,1,20,19447189,Non conforme,Non,Oui
Fournitures,5335604,Retenu,6,7,5,19,27292463,Non conforme,Non,Oui
Fournitures,5891005,Caution,3,2,5,18,16481223,Non conforme,Oui,Non
Fournitures,6365233,Aucune,3,5,4,12,44369111,Conforme,Oui,Non
Travaux,4672561,Caution,4,10,5,16,26202211,Non conforme,Non,Oui
Fournitures,8489664,Aucune,6,9,0,14,20312015,Conforme,Non,Non
Fournitures,5904139,Aucune,3,1,0,11,41600037,Non conforme,Oui,Non
Fournitures,9306768,Retenu,8,8,1,14,36838066,Non conforme,Non,Oui
Fournitures,7344861,Retenu,6,1,2,17,38911643,Non conforme,Non,Oui
Fournitures,5477782,Aucune,6,1,3,15,36299335,Non conforme,Non,Oui
Fournitures,9094435,Retenu,8,2,2,15,32173956,Non conforme,Non,Oui
Fournitures,8014929,Retenu,8,8,4,17,30265154,Conforme,Non,Oui
Fournitures,6326970,Caution,8,9,0,20,11689646,Conforme,Non,Oui
Travaux,7706204,Caution,3,5,2,10,47768050,Conforme,Oui,Non
Travaux,7630856,Caution,6,9,5,16,23681785,Conforme,Oui,Non
Fournitures,8806315,Aucune,8,7,4,12,20710175,Non conforme,Oui,Non
Fournitures,4153830,Caution,6,5,1,10,14326828,Non conforme,Oui,Non
Services,8445697,Caution,3,5,4,10,19442372,Non conforme,Oui,Non
Services,8235107,Retenu,8,7,4,15,42609285,Non conforme,Non,Oui
Travaux,8143207,Retenu,4,8,2,11,41312242,Conforme,Non,Oui
Fournitures,6270026,Caution,4,5,2,15,33294656,Non conforme,Non,Oui
Travaux,6745771,Caution,8,9,2,14,35140352,Non conforme,Non,Oui
Fournitures,5947285,Aucune,6,9,3,13,30869612,Non conforme,Non,Non
Fournitures,8477397,Caution,8,10,5,20,44836520,Conforme,Oui,Non
Services,7906901,Caution,4,5,5,11,18331926,Conforme,Oui,Non
Fournitures,4768812,Caution,6,3,3,10,33080534,Conforme,Non,Oui
Fournitures,9774144,Caution,3,2,4,12,33004105,Conforme,Non,Oui
Travaux,4442230,Retenu,8,6,3,18,18854068,Non conforme,Non,Oui
Services,4532175,Caution,4,5,4,20,11494014,Non conforme,Non,Oui
Travaux,6715074,Caution,3,5,5,12,25451981,Non conforme,Oui,Non
Services,4237644,Retenu,3,3,4,11,14796145,Conforme,Non,Oui
Services,9548639,Retenu,4,8,3,13,47932518,Conforme,Oui,Non
Fournitures,8666267,Aucune,4,4,2,15,42616943,Conforme,Non,Non
Travaux,9202350,Retenu,8,10,5,16,46008305,Conforme,Oui,Non
Travaux,5209842,Aucune,8,6,1,13,45209875,Non conforme,Non,Non
Travaux,5520669,Caution,8,10,1,15,11484415,Conforme,Non,Oui
Fournitures,8776451,Retenu,4,7,1,11,46562029,Conforme,Non,Oui
Fournitures,8006051,Retenu,3,10,0,10,44728894,Non conforme,Oui,Non
Fournitures,4126345,Caution,6,1,2,14,27309102,Conforme,Oui,Non
Travaux,7260109,Caution,8,3,3,18,25795227,Non conforme,Oui,Non
Fournitures,6085229,Aucune,8,4,2,10,49956886,Non conforme,Oui,Non
Services,7221223,Retenu,6,1,0,14,42234161,Non conforme,Oui,Non
Travaux,5551279,Caution,3,9,4,17,49754415,Non conforme,Non,Oui
Travaux,5383261,Aucune,8,9,0,15,38725041,Non conforme,Non,Oui
Services,8568810,Caution,4,7,0,12,32686526,Conforme,Oui,Non
Services,8519652,Caution,4,1,5,13,45230591,Non conforme,Non,Non
Services,9951800,Caution,4,9,0,10,33061967,Conforme,Oui,Non
Services,6918884,Retenu,8,7,0,12,30533901,Conforme,Oui,Non
Travaux,5988273,Retenu,3,7,2,14,24814869,Conforme,Oui,Non
Travaux,9817027,Retenu,8,4,2,13,18101867,Non conforme,Oui,Non
Fournitures,9588385,Retenu,8,6,5,12,39275266,Conforme,Oui,Non
Fournitures,4066858,Aucune,6,9,0,19,22449912,Non conforme,Non,Oui
Fournitures,5188804,Retenu,4,3,4,12,18705973,Non conforme,Non,Non
Fournitures,4257262,Caution,3,9,1,17,23808862,Conforme,Non,Oui
Travaux,8209180,Retenu,4,7,1,17,15431487,Non conforme,Non,Oui
Fournitures,5281236,Retenu,8,3,4,10,31757652,Non conforme,Non,Non
Fournitures,8367166,Aucune,8,3,4,19,41533124,Non conforme,Non,Non
Fournitures,4297670,Aucune,3,9,2,16,40304717,Conforme,Non,Oui
Travaux,4184834,Caution,3,8,4,13,18430109,Conforme,Non,Oui
Fournitures,7605144,Aucune,4,4,4,11,45942298,Non conforme,Non,Non
Travaux,4557187,Aucune,8,6,5,14,17679865,Conforme,Non,Oui
Travaux,9350039,Retenu,3,10,2,14,34864338,Non conforme,Oui,Non
Services,7729993,Caution,3,6,1,16,31110809,Non conforme,Oui,Non
Travaux,7040150,Retenu,4,9,5,11,25038210,Non conforme,Non,Non
Fournitures,9538332,Caution,6,3,1,15,14140903,Non conforme,Non,Oui
Fournitures,8677814,Retenu,6,3,3,15,29279547,Non conforme,Non,Oui
Services,6742458,Caution,6,9,2,15,13940760,Non conforme,Oui,Non
Travaux,9908417,Retenu,3,7,0,11,11462084,Non conforme,Non,Non
Fournitures,9275294,Aucune,3,9,4,10,17037368,Non conforme,Non,Non
Services,5799728,Aucune,8,8,5,13,40130224,Non conforme,Oui,Non
Fournitures,4528339,Aucune,3,8,4,12,29074864,Conforme,Oui,Non
Services,5807485,Retenu,3,6,3,14,30915678,Non conforme,Oui,Non
Services,7682359,Caution,3,6,5,11,43502530,Conforme,Non,Oui
Services,4552691,Caution,3,4,0,13,46728148,Conforme,Oui,Non
Services,9210290,Aucune,8,7,2,15,23031480,Conforme,Oui,Non
Services,6492994,Retenu,8,5,2,12,12670102,Non conforme,Non,Non
Services,8711959,Aucune,8,9,5,18,28403071,Conforme,Non,Oui
Fournitures,4598678,Aucune,3,4,3,10,32624541,Non conforme,Non,Non
Travaux,5351243,Retenu,6,6,3,11,17176217,Conforme,Oui,Non
Travaux,6887532,Caution,6,2,5,19,18625786,Non conforme,Oui,Non
Services,4326619,Aucune,4,5,5,11,41276109,Non conforme,Non,Non
Fournitures,7133612,Caution,6,3,1,10,13148298,Conforme,Oui,Non
Travaux,4486397,Aucune,8,9,5,15,42139862,Conforme,Non,Oui
Services,6418100,Retenu,8,1,3,14,42795499,Conforme,Non,Oui
Travaux,8204522,Aucune,6,5,2,17,44523297,Non conforme,Oui,Non
Services,7785940,Caution,3,10,3,17,47005293,Non conforme,Non,Oui
Services,9635437,Retenu,8,4,1,16,26154977,Non conforme,Oui,Non
Travaux,7653813,Retenu,3,9,4,14,47285718,Conforme,Oui,Non
Services,7098117,Aucune,8,6,3,10,26744100,Conforme,Oui,Non
Services,9850340,Retenu,4,7,5,17,36979420,Non conforme,Oui,Non
Fournitures,4184145,Retenu,3,6,4,17,22585957,Conforme,Non,Oui
Fournitures,4381283,Caution,3,8,5,16,14555420,Conforme,Oui,Non
Services,9353324,Retenu,6,1,5,11,13892098,Non conforme,Non,Non
Travaux,6483570,Aucune,6,2,3,11,23203813,Non conforme,Oui,Non
Services,6619679,Caution,8,7,1,18,39482040,Conforme,Oui,Non
Services,8145264,Caution,6,6,1,19,13921403,Non conforme,Non,Oui
Fournitures,6677529,Retenu,3,8,0,12,26718103,Conforme,Oui,Non
Travaux,9063316,Retenu,8,3,2,10,43696607,Non conforme,Oui,Non
Fournitures,5536826,Retenu,3,5,0,11,31709153,Conforme,Oui,Non
Travaux,8632340,Aucune,3,8,3,10,38451554,Conforme,Non,Oui
Services,8919681,Aucune,6,3,0,11,28589132,Non conforme,Oui,Non
Services,8038187,Retenu,4,3,3,11,17862711,Conforme,Non,Oui
Fournitures,4509175,Aucune,3,10,1,14,32493674,Conforme,Oui,Non
Fournitures,4066309,Aucune,3,9,2,15,29630453,Non conforme,Oui,Non
Travaux,9764510,Retenu,6,3,1,16,24926725,Non conforme,Non,Non
Travaux,7823965,Caution,4,1,1,12,30319638,Conforme,Non,Oui
Travaux,4192766,Retenu,8,2,4,13,26976687,Non conforme,Non,Non
Services,9607036,Caution,8,5,3,14,42903977,Conforme,Oui,Non
Services,8092511,Caution,4,5,1,11,18558133,Conforme,Oui,Non
Fournitures,5460851,Caution,3,3,1,18,15395417,Conforme,Oui,Non
Travaux,9386513,Aucune,8,10,4,20,23676918,Non conforme,Non,Oui
Fournitures,7021084,Retenu,4,1,3,20,21596875,Non conforme,Oui,Non
Travaux,4946215,Caution,4,7,2,18,48521256,Non conforme,Non,Oui
Fournitures,4457122,Caution,3,6,1,18,26806420,Conforme,Non,Oui
Fournitures,6119429,Aucune,3,9,3,12,35447816,Conforme,Oui,Non
Fournitures,6300322,Aucune,3,7,1,11,22755650,Conforme,Non,Oui
Fournitures,9873916,Caution,8,4,3,14,12379104,Conforme,Oui,Non
Travaux,6090915,Retenu,8,10,2,14,34343963,Conforme,Oui,Non
Travaux,4631310,Retenu,6,10,5,17,31289022,Non conforme,Oui,Non
Travaux,7164555,Aucune,3,6,3,17,32000177,Non conforme,Oui,Non
Fournitures,9134262,Retenu,8,10,5,19,15512224,Non conforme,Non,Oui
Services,9905312,Caution,3,6,1,18,29565804,Non conforme,Non,Oui
Travaux,5673574,Caution,6,7,3,16,36927505,Conforme,Non,Oui
Fournitures,6072609,Aucune,4,4,3,10,35909487,Non conforme,Oui,Non
Travaux,9452957,Retenu,8,3,4,14,29604078,Non conforme,Non,Oui
Travaux,7110857,Caution,3,2,4,12,16855939,Non conforme,Non,Non
Services,8609149,Aucune,8,8,1,16,46631972,Conforme,Oui,Non
Travaux,9141083,Caution,8,4,5,18,38643850,Conforme,Non,Oui
Fournitures,5454387,Retenu,8,10,3,19,25804149,Conforme,Oui,Non
Services,5294865,Retenu,3,3,3,17,24108305,Conforme,Oui,Non
Services,5154064,Retenu,8,4,1,17,11495536,Conforme,Oui,Non
Fournitures,8289308,Aucune,3,10,1,10,49936043,Non conforme,Oui,Non
Services,6550656,Caution,4,4,4,15,48193529,Conforme,Non,Oui
Fournitures,7305176,Retenu,8,1,5,10,48947611,Non conforme,Oui,Non
Fournitures,9230683,Retenu,6,3,5,12,49504098,Non conforme,Non,Non
Travaux,5785961,Aucune,4,5,0,20,29101555,Non conforme,Non,Oui
Travaux,4917795,Aucune,3,10,3,19,25212091,Non conforme,Non,Oui
Fournitures,5209591,Aucune,6,2,2,16,19354905,Non conforme,Oui,Non
Fournitures,5930080,Caution,8,10,4,17,29094746,Non conforme,Non,Oui
Services,9699825,Retenu,3,5,3,13,12294844,Non conforme,Non,Non
Services,5095442,Retenu,6,6,4,20,26939855,Conforme,Oui,Non
Travaux,9558222,Retenu,3,2,1,14,48136177,Conforme,Non,Non
Travaux,4515758,Caution,8,6,4,18,23129508,Non conforme,Oui,Non
Travaux,8867259,Aucune,8,5,5,12,13214695,Conforme,Oui,Non
Fournitures,8838068,Caution,3,3,3,16,45393614,Non conforme,Non,Oui
Fournitures,4022141,Aucune,3,6,5,14,27029464,Conforme,Non,Oui
Services,6609090,Caution,6,6,2,19,42830243,Non conforme,Non,Oui
Services,5643648,Caution,3,2,4,13,11366208,Non conforme,Non,Non
Travaux,7635967,Retenu,8,2,2,13,44678631,Non conforme,Oui,Non
Fournitures,7662927,Aucune,8,2,3,13,15231109,Conforme,Oui,Non
Fournitures,5401624,Retenu,6,8,1,12,15612257,Conforme,Non,Oui
Fournitures,7345408,Retenu,4,6,4,13,29174687,Non conforme,Non,Non
Services,7825064,Aucune,4,2,5,12,34011316,Non conforme,Non,Non
Travaux,6582146,Retenu,6,9,3,18,34539064,Non conforme,Non,Oui
Travaux,5606165,Caution,3,9,4,14,27523836,Conforme,Non,Oui
Travaux,4967250,Caution,6,6,0,13,33714278,Conforme,Non,Oui
Travaux,9108692,Caution,3,1,1,19,19890855,Conforme,Non,Oui
Fournitures,6499754,Aucune,6,9,2,11,26718831,Conforme,Non,Oui
Fournitures,8717499,Retenu,6,9,1,16,32546098,Conforme,Oui,Non
Travaux,9472217,Caution,6,6,3,17,42087453,Conforme,Non,Oui
Fournitures,4325649,Retenu,8,7,3,12,39112595,Conforme,Oui,Non
Fournitures,6771474,Retenu,8,2,0,14,27779537,Non conforme,Oui,Non
Travaux,9916938,Caution,8,2,2,17,24123684,Conforme,Oui,Non
Fournitures,5566079,Retenu,6,6,0,17,27882069,Non conforme,Oui,Non
Fournitures,8633871,Aucune,4,1,3,13,43589655,Non conforme,Non,Non
Travaux,4980388,Aucune,4,10,3,16,41982431,Non conforme,Oui,Non
Services,8637838,Retenu,8,9,2,13,42000759,Non conforme,Oui,Non
Travaux,9483266,Aucune,3,8,0,16,29154579,Conforme,Oui,Non
Fournitures,8023835,Retenu,4,2,0,17,10498310,Conforme,Non,Oui
Travaux,9251570,Aucune,4,1,5,15,39590300,Non conforme,Non,Oui
Services,7792677,Retenu,8,10,1,15,28574466,Conforme,Oui,Non
Fournitures,5991903,Caution,6,2,3,17,24136579,Non conforme,Non,Oui
Services,6426052,Caution,8,5,0,14,18739199,Non conforme,Non,Oui
Services,7965430,Caution,8,1,5,16,31543080,Non conforme,Non,Oui
Travaux,5012970,Retenu,4,4,2,17,12782639,Non conforme,Oui,Non
Services,9165920,Retenu,4,6,1,13,23116891,Conforme,Oui,Non
Services,6326851,Caution,6,5,0,13,31393529,Non conforme,Non,Non
Travaux,6491732,Aucune,8,9,3,14,18257435,Non conforme,Oui,Non
Travaux,7942277,Retenu,4,4,3,17,25790266,Non conforme,Oui,Non
Services,7540277,Retenu,6,6,4,19,19519453,Conforme,Oui,Non
Services,5484468,Caution,4,6,0,14,19458558,Non conforme,Oui,Non
Fournitures,7835869,Retenu,8,4,2,16,33099246,Non conforme,Non,Oui
Services,7334063,Aucune,6,4,2,19,17624773,Conforme,Non,Oui
Services,8582313,Retenu,8,2,1,17,35104225,Non conforme,Oui,Non
Fournitures,5319937,Caution,3,7,1,19,34543762,Conforme,Non,Oui
Travaux,4896341,Aucune,4,4,1,16,40546936,Non conforme,Non,Oui
Fournitures,4331727,Caution,3,1,0,13,20682033,Conforme,Non,Oui
Travaux,5912837,Retenu,4,4,1,20,42797915,Non conforme,Non,Oui
Travaux,4044913,Aucune,6,8,1,16,36312743,Conforme,Oui,Non
Travaux,7517495,Retenu,6,9,5,19,11840985,Non conforme,Non,Oui
Fournitures,8022113,Aucune,8,10,3,14,44940994,Non conforme,Oui,Non
Travaux,8847338,Aucune,3,5,5,10,45902653,Conforme,Oui,Non
Fournitures,7658584,Caution,6,9,0,11,25967671,Conforme,Oui,Non
Fournitures,7018799,Retenu,4,7,4,16,49972262,Conforme,Oui,Non
Services,4461576,Aucune,8,1,4,11,44116846,Conforme,Oui,Non
Travaux,5290045,Caution,4,1,0,12,18940348,Non conforme,Non,Non
Travaux,8548991,Aucune,6,6,0,15,15577697,Non conforme,Oui,Non
Fournitures,7533374,Caution,6,7,2,11,14631078,Conforme,Non,Oui
Fournitures,5796575,Retenu,4,3,3,20,37336822,Non conforme,Oui,Non
Fournitures,5125722,Aucune,3,7,0,17,23082542,Conforme,Oui,Non
Services,5821662,Aucune,4,10,3,11,26485268,Non conforme,Non,Non
Fournitures,4847429,Retenu,6,4,3,17,34194702,Conforme,Non,Oui
Services,4682019,Aucune,8,8,0,12,21459957,Non conforme,Non,Non
Fournitures,6980721,Retenu,8,3,0,14,14000234,Non conforme,Oui,Non
Fournitures,7602716,Caution,6,6,5,12,35590792,Non conforme,Non,Non
Travaux,8987495,Caution,6,7,5,13,27478999,Conforme,Oui,Non
Services,7987550,Retenu,4,9,5,14,20062189,Conforme,Non,Oui
Services,9054056,Retenu,4,1,4,19,13825778,Conforme,Non,Oui
Fournitures,4102058,Caution,4,9,5,10,45016417,Conforme,Non,Oui
Fournitures,7595314,Caution,3,3,5,16,15839410,Non conforme,Non,Oui
Services,4883574,Retenu,8,5,4,17,42198549,Non conforme,Non,Oui
